id,scope_type,scope_slug,scope_name,page_id,event_date,event_year,event_title,event_summary,actors,tags,places,organizations,importance
610,topic,marshall-mediation,马歇尔调处与民盟,159,"August 16, 1946",1946,"Notes of Meeting of General Marshall With Generalissimo Chiang Kai-shek at Kuling, August 16, 1946",次日上午，宋子文博士来访，回顾前一天下午的谈话，并说明为什么他认为委员长的立场是正确做法，同时详细讨论了经济局势。他对共产党是否愿意在正常基础上推进政府改组毫无信心。 注60：显然约写于8月18日。注61：中国行政院院长。注62：8月17日。注63：8月18日。,马歇尔; 蒋介石,马歇尔调处,牯岭,中国共产党; 行政院,25
611,topic,marshall-mediation,马歇尔调处与民盟,151,"August 2, 1946",1946,昆明暗杀事件引发的政治压力与外交关注,"1946年7月26日第517号,第31号,其中要求提交大使馆二等秘书菲利普·斯普鲁斯前往昆明的航空邮件报告,谨附上1946年8月1日题为“在总领事馆的保护下离开中国人在昆明的领事房地;昆明的中国当局的保护保证”的备忘录(一)和(二)1946年8月1日题为“在昆明暗杀李公朴和闻一多的责任问题”的备忘录副本。 在斯普鲁斯先生访问期间，中国当局对昆明的友好态度，是因为马歇尔将军和司徒雷登大使在这方面对委员长采取了态度。",马歇尔; 司徒雷登; 蒋介石,昆明暗杀; 马歇尔调处; 民盟,昆明; 南京; 牯岭,中国民主同盟; 国民党; 中国共产党; 美国国务院; 美国驻华使馆,50
612,topic,marshall-mediation,马歇尔调处与民盟,161,"August 22, 1946",1946,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270〔文件34〕马歇尔将军与宋子文博士会谈纪要，南京宁海路5号，1946年8月22日上午10时。 马歇尔将军说，司徒雷登博士曾同周将军会谈，讨论司徒雷登博士关于国务委员会代表名额的原始提案。,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处,南京,国民政府; 中国共产党; 政治协商会议; 行政院,55
613,topic,marshall-mediation,马歇尔调处与民盟,162,"August 22, 1946",1946,"Minutes of Conference Between General Marshall and Dr. T. V. Soong at No. 5 Ning Hai Road, Nanking, August 22, 1946, 10 a.m.",委员长评论说，共产党此前曾拒绝提名其参加国务委员会的人选；但马歇尔将军告诉委员长，共产党已经改变看法。 委员长询问马歇尔将军从何处得到这一消息。,周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 民盟,南京; 满洲; 牯岭,中国民主同盟; 中国共产党,60
614,topic,marshall-mediation,马歇尔调处与民盟,163,"August 23, 1946",1946,"Minutes of Conference Between General Marshall and Mr. Percy Chen at No. 5 Ning Hai Road, Nanking, August 23, 1946, 10:30 a.m.",马歇尔使团文件，Lot 54–D270 [文件第40号] 马歇尔将军与陈其瑗先生88会谈记录 1946年8月23日上午10时30分，南京宁海路5号 南京，1946年8月23日上午10时30分。 陈先生对当前局势表示乐观，并称马歇尔将军最终将解决目前的问题。,马歇尔,马歇尔调处,南京,,20
615,topic,marshall-mediation,马歇尔调处与民盟,164,"August 23, 1946",1946,"Minutes of Conference Between General Marshall and Mr. Percy Chen at No. 5 Ning Hai Road, Nanking, August 23, 1946, 10:30 a.m.",马歇尔将军说，目前的问题在两个月前本来容易得多；拖延越久，问题就越复杂。 马歇尔将军说，委员长2月曾告诉他，共产党内没有自由派。,马歇尔; 蒋介石,马歇尔调处; 民盟,南京,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党,40
616,topic,marshall-mediation,马歇尔调处与民盟,165,"August 23, 1946",1946,"Minutes of Conference Between General Marshall and Mr. Percy Chen at No. 5 Ning Hai Road, Nanking, August 23, 1946, 10:30 a.m.",从各方面来看，孙博士对中国时局有广泛了解，足以理解马歇尔将军屡次提及的双方各自存在的顾虑。,马歇尔,马歇尔调处,南京,国民党; 中国共产党,25
617,topic,marshall-mediation,马歇尔调处与民盟,345,"August 24, 1948",1948,The Ambassador in China (Stuart) to the Secretary of State,在报告之前，我愿对国务院1948年8月12日第1164号电报中关于美国对可能进行的和谈、包括共产党加入联合政府问题以及我方调停的现行政策所给予的明确指示表示赞赏。 中共显然正在争取与所有此类异见团体合作，以营造一个全新的全国性联合政府的表象。,司徒雷登; 蒋介石,联合政府; 民盟,南京; 香港,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国国务院,35
618,topic,marshall-mediation,马歇尔调处与民盟,346,"August 24, 1948",1948,第三方面在国共之间寻求政治空间,若无美国援助，很难想象任何一方愿意主动接近对方，而目前也尚未出现一个能为双方共同尊重的第三方面。,司徒雷登,第三方面,,中国共产党,25
619,topic,marshall-mediation,马歇尔调处与民盟,166,"August 27, 1946",1946,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270〔文件46〕 马歇尔将军与蒋介石在牯岭会谈纪要 牯岭，1946年8月27日中午。 随后他提到周恩来将军和民主同盟代表最近发表的公开声明，其大意是要求下令停火并重新召开政治协商会议。,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,牯岭,中国民主同盟; 中国共产党; 政治协商会议,70
620,topic,marshall-mediation,马歇尔调处与民盟,167,"August 27, 1946",1946,围绕政协决议和政府改组的调处,我告诉委员长，我没有见到、因而也没有研究周将军和民主同盟代表最近发表的公开声明；但在我看来，他们的愿望很可能与其说是重新召开政协，不如说是要求明确承认对政协决议的承诺。 我说，前一个小组为讨论江苏地方政府问题而成立时，周将军坚持，无论达成什么协议，在形式上都应由政协指导委员会确认。,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,南京; 满洲; 天津; 牯岭,中国民主同盟; 国民政府; 中国共产党; 青年党; 政治协商会议,75
621,topic,marshall-mediation,马歇尔调处与民盟,168,"August 28, 1946",1946,围绕政协决议和政府改组的调处,"马歇尔使团档案, Lot 54–D270 [文件47] 马歇尔将军和俞大维将军在南京宁海路5号的会谈纪要摘录 1946年8月28日 上午9:45 南京 1946年8月28日9:45 余将军：将军指示我与你们讨论最近与将军讨论的一切事宜,以及他最近对宋子文博士的指示. 马歇尔将军（按：原文此处为蒋介石委员长）:将军昨天作了初步发言,似乎解决了一切问题;事实上,这完全符合周将军几个月来作为他的建议所提出的内容。",周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,南京; 满洲; 牯岭,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 美国国务院,70
622,topic,marshall-mediation,马歇尔调处与民盟,303,"August 29, 1947",1947,围绕政协决议和政府改组的调处,而当前危机则因中国共产党这一具有国际性质的机关而加剧，民主同盟也予以呼应，并听命于莫斯科。 他认为，不幸的是，一场反美运动由共产党成功煽动，民主同盟加以配合，也许还由苏联操纵。,马歇尔,政协; 马歇尔调处; 民盟,南京; 上海; 满洲,中国民主同盟; 国民政府; 中国共产党; 政治协商会议; 美国国务院; 美国驻上海总领事馆; 国民大会,70
623,topic,marshall-mediation,马歇尔调处与民盟,330,"August 4, 1947",1947,北平接触与民盟人士沟通,893/8–447 [文件第573号] 驻北平领事（弗里曼）致驻华大使（司徒雷登）第83号函件 北平，1947年8月4日。 大使先生： 谨随函附上魏德迈将军1947年8月1日至4日停留北平期间的日程安排副本一份，该日程系根据大使馆7月31日未编号电报指示，在其抵达前为其准备。,马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 第三方面; 北平接触; 民盟,北平; 满洲,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国驻北平总领事馆,70
624,topic,marshall-mediation,马歇尔调处与民盟,154,"August 8, 1946",1946,昆明暗杀事件引发的政治压力与外交关注,马歇尔使团档案，第54-D270卷〔文件742〕 蒋介石委员长与马歇尔将军会谈记录 中国牯岭，1946年8月8日下午。 马歇尔将军说，他推迟到今天才返回南京，是为了等待司徒雷登博士从南京星期二晚间同周恩来将军会谈后返回并提交详细报告；司徒雷登在那次会谈中转达了委员长关于停止敌对行动的各项规定。,周恩来; 马歇尔; 司徒雷登; 蒋介石,昆明暗杀; 政协; 马歇尔调处; 民盟,昆明; 南京; 满洲; 牯岭,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 美国国务院; 美国驻昆明领事馆,70
625,topic,marshall-mediation,马歇尔调处与民盟,332,"August 9, 1947",1947,Memorandum by the First Secretary of Embassy in China (Ludden) to General Wedemeyer,"民主同盟和共产主义者由于无法在中国本土出版,在香港建立了印刷厂,从他们的出版物进入中国。 在马歇尔调停任务期间,共产主义东河纵队的较大部分从华南撤至山东.",马歇尔; 蒋介石,马歇尔调处; 民盟,南京; 上海; 香港; 满洲,中国民主同盟; 国民政府; 国民党; 中国共产党; 美国驻华使馆,35
626,topic,marshall-mediation,马歇尔调处与民盟,251,"December 1, 1946",1946,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270［文件303］马歇尔将军与巴特沃思先生会谈纪要，南京马歇尔将军官邸，1946年12月1日上午11时。 马歇尔将军开场说，他将会见委员长，并认为委员长要求此次会见的理由将涉及新宪法，或以新宪法为基础。,周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,南京; 延安,中国民主同盟; 中国共产党; 政治协商会议; 行政院,50
627,topic,marshall-mediation,马歇尔调处与民盟,252,"December 1, 1946",1946,"Minutes of Meeting Between General Marshall and Mr. Butterworth at General Marshall’s Residence, Nanking, December 1, 1946, 11 a.m.",巴特沃思先生说，马歇尔将军在中国存在，对政府是一种有益的约束。 巴特沃思又说，他觉得马歇尔将军离开将是灾难性的；鉴于司徒雷登博士的倾向，就美国政策而言，这会使美国漂向完全支持国民政府。,马歇尔; 司徒雷登,马歇尔调处,南京,国民政府; 国民党,25
628,topic,marshall-mediation,马歇尔调处与民盟,253,"December 1, 1946",1946,围绕政协决议和政府改组的调处,"马歇尔使团档案, Lot 54–D270 [304号文件] 关于马歇尔将军与蒋介石会晤的说明,南京,1946年12月1日,4–7时85分,南京,1946年12月1日,7时. 我指出,目前我唯一能够实现的是在建立民主形式的政府方面得到共产党合作的希望,是本届大会通过一项符合人民委员会协议的宪法,随后将设立国务院,赋予共产党和民主同盟席位,并真正改组行政袁。",马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,南京; 延安; 满洲; 天津,中国民主同盟; 国民政府; 国民党; 中国共产党; 政治协商会议; 美国国务院; 行政院; 国民大会,70
629,topic,marshall-mediation,马歇尔调处与民盟,257,"December 12, 1946",1946,"Notes on Meeting Between General Marshall and General C. P. Lee at No. 5 Ning Hai Road, Nanking, December 12, 1946, 11 a.m.",马歇尔使团档案，第54-D270卷〔文件327〕 马歇尔将军与李宗仁将军会谈记录 南京宁海路5号，1946年12月12日上午11时。 李将军告诉马歇尔将军，有报纸报道说，司徒雷登博士或马歇尔将军将陪同两名政府代表前往延安。,罗隆基; 周恩来; 马歇尔; 司徒雷登; 蒋介石,马歇尔调处; 联合政府; 民盟,南京; 延安,中国民主同盟; 国民党; 中国共产党; 行政院; 国民大会,65
630,topic,marshall-mediation,马歇尔调处与民盟,258,"December 16, 1946",1946,"Notes on Meeting Between General Marshall and Mr. Hon Yeh-chun at No. 5 Ning Hai Road, Nanking, December 16, 1946, 10:45 a.m.",马歇尔使团档案，Lot 54-D270〔文件332〕马歇尔将军与韩叶君先生会谈记录，南京宁海路5号，1946年12月16日上午10时45分。 马歇尔将军阅读了侯先生提交的中国民主党备忘录。,张君劢; 马歇尔; 蒋介石,马歇尔调处; 民盟,南京,中国民主同盟; 国民政府; 国民党; 中国共产党; 青年党; 美国国务院; 国民大会,55
